member_id,effective_date,annual_salary
MBR-00014,2029-01-01,72968.8
MBR-00014,2030-01-01,75011.92
MBR-00015,2003-01-01,52253.0
MBR-00015,2004-01-01,53716.08
MBR-00015,2005-01-01,55220.13
MBR-00015,2006-01-01,56766.3
MBR-00015,2007-01-01,58355.75
MBR-00015,2008-01-01,59989.72
MBR-00015,2009-01-01,61669.43
MBR-00015,2010-01-01,63396.17
MBR-00015,2011-01-01,65171.26
MBR-00015,2012-01-01,66996.06
MBR-00015,2013-01-01,68871.95
MBR-00015,2014-01-01,70800.36
MBR-00015,2015-01-01,72782.77
MBR-00015,2016-01-01,74820.69
MBR-00015,2017-01-01,76915.67
MBR-00015,2018-01-01,79069.31
MBR-00015,2019-01-01,81283.25
MBR-00015,2020-01-01,83559.18
MBR-00015,2021-01-01,85898.84
MBR-00015,2022-01-01,88304.01
MBR-00015,2023-01-01,90776.52
MBR-00015,2024-01-01,93318.26
MBR-00015,2025-01-01,95931.17
MBR-00015,2026-01-01,98617.25
MBR-00016,2004-01-01,48145.0
MBR-00016,2005-01-01,49493.06
MBR-00016,2006-01-01,50878.87
MBR-00016,2007-01-01,52303.47
MBR-00016,2008-01-01,53767.97
MBR-00016,2009-01-01,55273.47
MBR-00016,2010-01-01,56821.13
MBR-00016,2011-01-01,58412.12
MBR-00016,2012-01-01,60047.66
MBR-00016,2013-01-01,61729.0
MBR-00016,2014-01-01,63457.41
MBR-00016,2015-01-01,65234.22
MBR-00016,2016-01-01,67060.77
MBR-00016,2017-01-01,68938.48
MBR-00016,2018-01-01,70868.75
MBR-00016,2019-01-01,72853.08
MBR-00016,2020-01-01,74892.97
MBR-00016,2021-01-01,76989.97
MBR-00016,2022-01-01,79145.69
MBR-00016,2023-01-01,81361.77
MBR-00016,2024-01-01,83639.9
MBR-00016,2025-01-01,85981.81
MBR-00016,2026-01-01,88389.3
MBR-00016,2027-01-01,90864.2
MBR-00016,2028-01-01,93408.4
MBR-00016,2029-01-01,96023.84
MBR-00016,2030-01-01,98712.5
MBR-00016,2031-01-01,101476.45
MBR-00016,2032-01-01,104317.8
MBR-00016,2033-01-01,107238.69
MBR-00016,2034-01-01,110241.38
MBR-00016,2035-01-01,113328.14
MBR-00017,1990-01-01,68846.0
MBR-00017,1991-01-01,70773.69
MBR-00017,1992-01-01,72755.35
MBR-00017,1993-01-01,74792.5
MBR-00017,1994-01-01,76886.69
MBR-00017,1995-01-01,79039.52
MBR-00017,1996-01-01,81252.62
MBR-00017,1997-01-01,83527.7
MBR-00017,1998-01-01,85866.47
MBR-00017,1999-01-01,88270.74
MBR-00017,2000-01-01,90742.32
MBR-00017,2001-01-01,93283.1
MBR-00017,2002-01-01,95895.03
MBR-00017,2003-01-01,98580.09
MBR-00017,2004-01-01,101340.33
MBR-00017,2005-01-01,104177.86
MBR-00017,2006-01-01,107094.84
MBR-00017,2007-01-01,110093.5
MBR-00017,2008-01-01,113176.11
MBR-00017,2009-01-01,116345.04
MBR-00017,2010-01-01,119602.71
MBR-00017,2011-01-01,122951.58
MBR-00017,2012-01-01,126394.23
MBR-00017,2013-01-01,129933.26
MBR-00017,2014-01-01,133571.4
MBR-00017,2015-01-01,137311.39
MBR-00017,2016-01-01,141156.11
MBR-00017,2017-01-01,145108.49
MBR-00017,2018-01-01,149171.52
MBR-00017,2019-01-01,153348.33
MBR-00017,2020-01-01,157642.08
MBR-00017,2021-01-01,162056.06
MBR-00017,2022-01-01,166593.63
MBR-00018,2000-01-01,35331.0
MBR-00018,2001-01-01,36320.27
MBR-00018,2002-01-01,37337.24
MBR-00018,2003-01-01,38382.68
MBR-00018,2004-01-01,39457.39
MBR-00018,2005-01-01,40562.2
MBR-00018,2006-01-01,41697.94
MBR-00018,2007-01-01,42865.48
MBR-00018,2008-01-01,44065.72
MBR-00018,2009-01-01,45299.56
MBR-00018,2010-01-01,46567.95
MBR-00018,2011-01-01,47871.85
MBR-00018,2012-01-01,49212.26
MBR-00018,2013-01-01,50590.2
MBR-00018,2014-01-01,52006.73
MBR-00018,2015-01-01,53462.92
MBR-00018,2016-01-01,54959.88
MBR-00018,2017-01-01,56498.76
MBR-00018,2018-01-01,58080.72
MBR-00018,2019-01-01,59706.98
MBR-00018,2020-01-01,61378.78
MBR-00018,2021-01-01,63097.38
MBR-00018,2022-01-01,64864.11
MBR-00018,2023-01-01,66680.3
MBR-00018,2024-01-01,68547.35
MBR-00018,2025-01-01,70466.68
MBR-00018,2026-01-01,72439.74
MBR-00019,2000-01-01,31960.0
MBR-00019,2001-01-01,32854.88
MBR-00019,2002-01-01,33774.82
MBR-00019,2003-01-01,34720.51
MBR-00019,2004-01-01,35692.69
MBR-00019,2005-01-01,36692.08
MBR-00019,2006-01-01,37719.46
MBR-00019,2007-01-01,38775.6
MBR-00019,2008-01-01,39861.32
MBR-00019,2009-01-01,40977.44
MBR-00019,2010-01-01,42124.81
MBR-00019,2011-01-01,43304.3
MBR-00019,2012-01-01,44516.82
MBR-00019,2013-01-01,45763.29
MBR-00019,2014-01-01,47044.66
MBR-00019,2015-01-01,48361.92
MBR-00019,2016-01-01,49716.05
MBR-00019,2017-01-01,51108.1
MBR-00019,2018-01-01,52539.12
MBR-00019,2019-01-01,54010.22
MBR-00019,2020-01-01,55522.51
MBR-00019,2021-01-01,57077.14
MBR-00019,2022-01-01,58675.3
MBR-00019,2023-01-01,60318.2
MBR-00019,2024-01-01,62007.11
MBR-00019,2025-01-01,63743.31
MBR-00019,2026-01-01,65528.13
MBR-00019,2027-01-01,67362.91
MBR-00019,2028-01-01,69249.08
MBR-00020,1996-01-01,42357.0
MBR-00020,1997-01-01,43543.0
MBR-00020,1998-01-01,44762.2
MBR-00020,1999-01-01,46015.54
MBR-00020,2000-01-01,47303.98
MBR-00020,2001-01-01,48628.49
MBR-00020,2002-01-01,49990.09
MBR-00020,2003-01-01,51389.81
MBR-00020,2004-01-01,52828.72
MBR-00020,2005-01-01,54307.93
MBR-00020,2006-01-01,55828.55
MBR-00020,2007-01-01,57391.75
MBR-00020,2008-01-01,58998.72
MBR-00020,2009-01-01,60650.68
MBR-00020,2010-01-01,62348.9
MBR-00020,2011-01-01,64094.67
MBR-00020,2012-01-01,65889.32
MBR-00020,2013-01-01,67734.22
MBR-00020,2014-01-01,69630.78
MBR-00020,2015-01-01,71580.44
MBR-00020,2016-01-01,73584.69
MBR-00020,2017-01-01,75645.07
MBR-00020,2018-01-01,77763.13
MBR-00020,2019-01-01,79940.49
MBR-00020,2020-01-01,82178.83
MBR-00020,2021-01-01,84479.84
MBR-00020,2022-01-01,86845.27
MBR-00020,2023-01-01,89276.94
MBR-00020,2024-01-01,91776.69
MBR-00020,2025-01-01,94346.44
MBR-00020,2026-01-01,96988.14
MBR-00020,2027-01-01,99703.81
MBR-00020,2028-01-01,102495.52
MBR-00020,2029-01-01,105365.39
MBR-00020,2030-01-01,108315.62
MBR-00020,2031-01-01,111348.46
MBR-00020,2032-01-01,114466.21
MBR-00020,2033-01-01,117671.27
MBR-00021,1983-01-01,71344.0
MBR-00021,1984-01-01,73341.63
MBR-00021,1985-01-01,75395.2
MBR-00021,1986-01-01,77506.26
MBR-00021,1987-01-01,79676.44
MBR-00021,1988-01-01,81907.38
MBR-00021,1989-01-01,84200.79
MBR-00021,1990-01-01,86558.41
MBR-00021,1991-01-01,88982.04
MBR-00021,1992-01-01,91473.54
MBR-00021,1993-01-01,94034.8
MBR-00021,1994-01-01,96667.77
MBR-00021,1995-01-01,99374.47
MBR-00021,1996-01-01,102156.96
MBR-00021,1997-01-01,105017.35
MBR-00021,1998-01-01,107957.84
MBR-00021,1999-01-01,110980.66
MBR-00021,2000-01-01,114088.11
MBR-00021,2001-01-01,117282.58
MBR-00021,2002-01-01,120566.49
MBR-00021,2003-01-01,123942.36
MBR-00021,2004-01-01,127412.74
MBR-00021,2005-01-01,130980.3
MBR-00021,2006-01-01,134647.75
MBR-00021,2007-01-01,138417.88
MBR-00021,2008-01-01,142293.59
MBR-00021,2009-01-01,146277.81
MBR-00021,2010-01-01,150373.58
MBR-00021,2011-01-01,154584.04
MBR-00021,2012-01-01,158912.4
MBR-00021,2013-01-01,163361.94
MBR-00021,2014-01-01,167936.08
MBR-00021,2015-01-01,172638.29
MBR-00021,2016-01-01,177472.16
MBR-00021,2017-01-01,182441.38
MBR-00021,2018-01-01,187549.74
MBR-00021,2019-01-01,192801.13
MBR-00021,2020-01-01,198199.57
MBR-00021,2021-01-01,203749.15
MBR-00021,2022-01-01,209454.13
MBR-00022,1987-01-01,66321.0
MBR-00022,1988-01-01,68177.99
MBR-00022,1989-01-01,70086.97
MBR-00022,1990-01-01,72049.41
MBR-00022,1991-01-01,74066.79
MBR-00022,1992-01-01,76140.66
MBR-00022,1993-01-01,78272.6
MBR-00022,1994-01-01,80464.23
MBR-00022,1995-01-01,82717.23
MBR-00022,1996-01-01,85033.31
MBR-00022,1997-01-01,87414.25
MBR-00022,1998-01-01,89861.84
MBR-00022,1999-01-01,92377.98
MBR-00022,2000-01-01,94964.56
MBR-00022,2001-01-01,97623.57
MBR-00022,2002-01-01,100357.03
MBR-00022,2003-01-01,103167.02
MBR-00022,2004-01-01,106055.7
MBR-00022,2005-01-01,109025.26
MBR-00022,2006-01-01,112077.97
MBR-00022,2007-01-01,115216.15
MBR-00022,2008-01-01,118442.2
MBR-00022,2009-01-01,121758.58
MBR-00023,2003-01-01,40258.0
MBR-00023,2004-01-01,41385.22
MBR-00023,2005-01-01,42544.01
MBR-00023,2006-01-01,43735.24
MBR-00023,2007-01-01,44959.83
MBR-00023,2008-01-01,46218.7
MBR-00023,2009-01-01,47512.83
MBR-00023,2010-01-01,48843.19
MBR-00023,2011-01-01,50210.8
MBR-00023,2012-01-01,51616.7
MBR-00023,2013-01-01,53061.97
MBR-00023,2014-01-01,54547.7
MBR-00023,2015-01-01,56075.04
MBR-00023,2016-01-01,57645.14
MBR-00023,2017-01-01,59259.2
MBR-00023,2018-01-01,60918.46
MBR-00023,2019-01-01,62624.18
MBR-00023,2020-01-01,64377.65
MBR-00023,2021-01-01,66180.23
MBR-00023,2022-01-01,68033.27
MBR-00023,2023-01-01,69938.21
MBR-00023,2024-01-01,71896.48
MBR-00023,2025-01-01,73909.58
MBR-00023,2026-01-01,75979.05
MBR-00024,1973-01-01,53158.0
MBR-00024,1974-01-01,54646.42
MBR-00024,1975-01-01,56176.52
MBR-00024,1976-01-01,57749.47
MBR-00024,1977-01-01,59366.45
MBR-00024,1978-01-01,61028.71
MBR-00024,1979-01-01,62737.52
MBR-00024,1980-01-01,64494.17
MBR-00024,1981-01-01,66300.0
MBR-00024,1982-01-01,68156.4
MBR-00024,1983-01-01,70064.78
MBR-00024,1984-01-01,72026.6
MBR-00024,1985-01-01,74043.34
MBR-00024,1986-01-01,76116.55
MBR-00024,1987-01-01,78247.82
MBR-00024,1988-01-01,80438.76
MBR-00024,1989-01-01,82691.04
MBR-00024,1990-01-01,85006.39
MBR-00024,1991-01-01,87386.57
MBR-00024,1992-01-01,89833.39
MBR-00024,1993-01-01,92348.73
MBR-00024,1994-01-01,94934.49
MBR-00024,1995-01-01,97592.66
MBR-00024,1996-01-01,100325.25
MBR-00024,1997-01-01,103134.36
MBR-00024,1998-01-01,106022.12
MBR-00024,1999-01-01,108990.74
MBR-00024,2000-01-01,112042.48
MBR-00024,2001-01-01,115179.67
MBR-00024,2002-01-01,118404.7
MBR-00024,2003-01-01,121720.04
MBR-00024,2004-01-01,125128.2
MBR-00024,2005-01-01,128631.79
MBR-00024,2006-01-01,132233.48
MBR-00024,2007-01-01,135936.01
MBR-00024,2008-01-01,139742.22
MBR-00024,2009-01-01,143655.0
MBR-00024,2010-01-01,147677.34
MBR-00024,2011-01-01,151812.31
